Version,Power (hp),Consumption (l/100 km),Interior,Location,Registration city,Number of doors,Assembly,Source,Model,Body Type,Car documents,Title,Number of seats,Number of Owners,Price,URL,Color,Air Conditioning,Make
,,,,"Sachal Colony, Larkana",Karachi,,Local,,Cuore,Small city car,Original,Daihatsu Cuore 2007,5,4,"Rs 800,000",https://www.olx.com.pk/item/daihatsu-cuore-2007-iid-1092412148,Grey,,Daihatsu
,,,,"Sachal Colony, Larkana",Karachi,,Local,,Cuore,Small city car,Original,Daihatsu Cuore 2007,5,4,"Rs 800,000",https://www.olx.com.pk/item/daihatsu-cuore-2007-iid-1092412148,Grey,,Daihatsu
,,,,"Kambar - Larkana Road, Larkana",,,Local,,Mehran VXR,Small city car,Original,Suzuki Mehran VXR 2016,4,,"Rs 1,050,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2016-iid-1095183898,Other,,Suzuki
,,,,"Kambar - Larkana Road, Larkana",,,Local,,Mehran VXR,Small city car,Original,Suzuki Mehran VXR 2016,4,,"Rs 1,050,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2016-iid-1095183898,Other,,Suzuki
VXR,,,,"Allama Mashriqi Road, Larkana",Karachi,,Local,,Alto,Sedan,Original,Suzuki Alto 2006,5,,"Rs 740,000",https://www.olx.com.pk/item/suzuki-alto-2006-iid-1093966173,Silver,,Suzuki
VXR,,,,"Allama Mashriqi Road, Larkana",Karachi,,Local,,Alto,Sedan,Original,Suzuki Alto 2006,5,,"Rs 740,000",https://www.olx.com.pk/item/suzuki-alto-2006-iid-1093966173,Silver,,Suzuki
Toyota Vitz F,,,,"Mohalla Murad Wahan, Larkana",Larkana,,Imported,,Vitz,Hatchback,Original,Toyota Vitz 2019,5,,"Rs 3,400,000",https://www.olx.com.pk/item/toyota-vitz-2019-iid-1095169819,Grey,,Toyota
Toyota Vitz F,,,,"Mohalla Murad Wahan, Larkana",Larkana,,Imported,,Vitz,Hatchback,Original,Toyota Vitz 2019,5,,"Rs 3,400,000",https://www.olx.com.pk/item/toyota-vitz-2019-iid-1095169819,Grey,,Toyota
,,,,"Allama Mashriqi Road, Larkana",Karachi,,Local,,Mehran VX,Other,Original,Suzuki Mehran VX 2015,4,,"Rs 825,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2015-iid-1095154940,Gold,,Suzuki
,,,,"Allama Mashriqi Road, Larkana",Karachi,,Local,,Mehran VX,Other,Original,Suzuki Mehran VX 2015,4,,"Rs 825,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2015-iid-1095154940,Gold,,Suzuki
2016 limited edition,,,,"Khairpur, Sindh",Karachi,,Local,,Cultus VXR,Small city car,Original,Suzuki Cultus VXR 2016,5,2,"Rs 1,500,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2016-iid-1095437963,Beige,,Suzuki
2016 limited edition,,,,"Khairpur, Sindh",Karachi,,Local,,Cultus VXR,Small city car,Original,Suzuki Cultus VXR 2016,5,2,"Rs 1,500,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2016-iid-1095437963,Beige,,Suzuki
,,,,"Ranipur, Khairpur",Karachi,,Local,,Sunny,Other,Original,Nissan Sunny 1982,5,,"Rs 500,000",https://www.olx.com.pk/item/nissan-sunny-1982-iid-1095410931,Blue,,Nissan
,,,,"Ranipur, Khairpur",Karachi,,Local,,Sunny,Other,Original,Nissan Sunny 1982,5,,"Rs 500,000",https://www.olx.com.pk/item/nissan-sunny-1982-iid-1095410931,Blue,,Nissan
,,,,"Khairpur Road, Khairpur",Sindh,,Imported,,Cultus VXR,Other,Original,Suzuki Cultus VXR 2012,4,,"Rs 1,300,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2012-iid-1095410258,White,,Suzuki
,,,,"Khairpur Road, Khairpur",Sindh,,Imported,,Cultus VXR,Other,Original,Suzuki Cultus VXR 2012,4,,"Rs 1,300,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2012-iid-1095410258,White,,Suzuki
Suzuki Mehran Model 1999,,,,"Model Town, Khairpur",Karachi,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 1999,4,,"Rs 430,000",https://www.olx.com.pk/item/suzuki-mehran-vx-1999-iid-1095394983,White,,Suzuki
Suzuki Mehran Model 1999,,,,"Model Town, Khairpur",Karachi,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 1999,4,,"Rs 430,000",https://www.olx.com.pk/item/suzuki-mehran-vx-1999-iid-1095394983,White,,Suzuki
,,,,"Khairpur Road, Khairpur",,,Imported,,Cultus VXL,Other,Original,Suzuki Cultus VXL 2002,,,"Rs 700,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2002-iid-1095320730,Grey,,Suzuki
,,,,"Khairpur Road, Khairpur",,,Imported,,Cultus VXL,Other,Original,Suzuki Cultus VXL 2002,,,"Rs 700,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2002-iid-1095320730,Grey,,Suzuki
Vxri,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2009/10 Model,5,5,"Rs 1,050,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2010-iid-1095315467,White,,Suzuki
Vxri,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2009/10 Model,5,5,"Rs 1,050,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2010-iid-1095315467,White,,Suzuki
push start,,,,"Khairpur Road, Khairpur",Sindh,,Imported,,Vitz,Sedan,Original,Toyota Vitz 2018/2022,4,1,"Rs 3,800,000",https://www.olx.com.pk/item/toyota-vitz-20182022-iid-1095296824,Grey,,Toyota
push start,,,,"Khairpur Road, Khairpur",Sindh,,Imported,,Vitz,Sedan,Original,Toyota Vitz 2018/2022,4,1,"Rs 3,800,000",https://www.olx.com.pk/item/toyota-vitz-20182022-iid-1095296824,Grey,,Toyota
new,,,,"Khairpur Road, Khairpur",Khairpur,,Imported,,Hijet,Van / Bus,Original,Daihatsu Hijet 2013,7,,"Rs 1,450,000",https://www.olx.com.pk/item/daihatsu-hijet-2013-iid-1095295639,White,,Daihatsu
new,,,,"Khairpur Road, Khairpur",Khairpur,,Imported,,Hijet,Van / Bus,Original,Daihatsu Hijet 2013,7,,"Rs 1,450,000",https://www.olx.com.pk/item/daihatsu-hijet-2013-iid-1095295639,White,,Daihatsu
Euro 2,,,,"Khairpur Road, Khairpur",Sindh,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2012 Euro 2,4,3,"Rs 1,250,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2012-euro-2-iid-1095294610,Grey,,Suzuki
Euro 2,,,,"Khairpur Road, Khairpur",Sindh,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2012 Euro 2,4,3,"Rs 1,250,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2012-euro-2-iid-1095294610,Grey,,Suzuki
new condition,,,,"Ranipur, Khairpur",Karachi,,Local,,Other,Small city car,Original,Daihatsu Other 1986,4,5,"Rs 450,000",https://www.olx.com.pk/item/daihatsu-other-1986-iid-1095283880,Red,,Daihatsu
new condition,,,,"Ranipur, Khairpur",Karachi,,Local,,Other,Small city car,Original,Daihatsu Other 1986,4,5,"Rs 450,000",https://www.olx.com.pk/item/daihatsu-other-1986-iid-1095283880,Red,,Daihatsu
,,,,"Khairpur Green Residency, Khairpur",Sindh,,Local,,V2,Hatchback,Original,FAW V2 2018,5,1,"Rs 1,450,000",https://www.olx.com.pk/item/faw-v2-2018-iid-1095281096,Silver,,FAW
,,,,"Khairpur Green Residency, Khairpur",Sindh,,Local,,V2,Hatchback,Original,FAW V2 2018,5,1,"Rs 1,450,000",https://www.olx.com.pk/item/faw-v2-2018-iid-1095281096,Silver,,FAW
family car ac chill lpg portal new tayar outer shawer fresh look inner organal ha engine ma ok,,,,"Khairpur Green Residency, Khairpur",Karachi,,Local,,Mehran VXR,Other,Original,Suzuki Mehran VXR 2011,4,,"Rs 750,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2011-iid-1095266534,White,,Suzuki
family car ac chill lpg portal new tayar outer shawer fresh look inner organal ha engine ma ok,,,,"Khairpur Green Residency, Khairpur",Karachi,,Local,,Mehran VXR,Other,Original,Suzuki Mehran VXR 2011,4,,"Rs 750,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2011-iid-1095266534,White,,Suzuki
used,,,,"Khairpur Green Residency, Khairpur",Unregistered,,Imported,,Khyber,Other,Original,Suzuki Khyber 1995,4,4,"Rs 330,000",https://www.olx.com.pk/item/suzuki-khyber-1995-iid-1095225421,Grey,,Suzuki
used,,,,"Khairpur Green Residency, Khairpur",Unregistered,,Imported,,Khyber,Other,Original,Suzuki Khyber 1995,4,4,"Rs 330,000",https://www.olx.com.pk/item/suzuki-khyber-1995-iid-1095225421,Grey,,Suzuki
2021,,,,"Khairpur Green Residency, Khairpur",,,Local,,Yaris,Sedan,Original,Toyota Yaris 2021,5,,"Rs 3,795,500",https://www.olx.com.pk/item/toyota-yaris-2021-iid-1095214968,White,,Toyota
2021,,,,"Khairpur Green Residency, Khairpur",,,Local,,Yaris,Sedan,Original,Toyota Yaris 2021,5,,"Rs 3,795,500",https://www.olx.com.pk/item/toyota-yaris-2021-iid-1095214968,White,,Toyota
,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Corolla XLI,Other,Original,Toyota Corolla XLI 2011,5,3,"Rs 2,350,000",https://www.olx.com.pk/item/toyota-corolla-xli-2011-iid-1092484906,Black,,Toyota
,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Corolla XLI,Other,Original,Toyota Corolla XLI 2011,5,3,"Rs 2,350,000",https://www.olx.com.pk/item/toyota-corolla-xli-2011-iid-1092484906,Black,,Toyota
,,,,"Ranipur, Khairpur",,,Local,,Corolla GLI,Other,Original,Toyota Corolla GLI 2010,4,,"Rs 3,000,000",https://www.olx.com.pk/item/toyota-corolla-gli-2010-iid-1095211721,Grey,,Toyota
,,,,"Ranipur, Khairpur",,,Local,,Corolla GLI,Other,Original,Toyota Corolla GLI 2010,4,,"Rs 3,000,000",https://www.olx.com.pk/item/toyota-corolla-gli-2010-iid-1095211721,Grey,,Toyota
2011,,,,"Khairpur Road, Khairpur",Khairpur,,Local,,Corolla XLI,Small city car,Original,Toyota Corolla XLI 2011,,1,"Rs 2,400,000",https://www.olx.com.pk/item/toyota-corolla-xli-2011-iid-1095207823,White,,Toyota
2011,,,,"Khairpur Road, Khairpur",Khairpur,,Local,,Corolla XLI,Small city car,Original,Toyota Corolla XLI 2011,,1,"Rs 2,400,000",https://www.olx.com.pk/item/toyota-corolla-xli-2011-iid-1095207823,White,,Toyota
1.6,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Corolla Altis,Other,Original,Toyota Corolla Altis 2019,5,2,"Rs 5,000,000",https://www.olx.com.pk/item/toyota-corolla-altis-2019-iid-1093897756,White,,Toyota
1.6,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Corolla Altis,Other,Original,Toyota Corolla Altis 2019,5,2,"Rs 5,000,000",https://www.olx.com.pk/item/toyota-corolla-altis-2019-iid-1093897756,White,,Toyota
Vxr,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Alto,Convertible,Original,Suzuki Alto 2020,5,1,"Rs 2,150,000",https://www.olx.com.pk/item/suzuki-alto-2020-iid-1095158699,White,,Suzuki
Vxr,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Alto,Convertible,Original,Suzuki Alto 2020,5,1,"Rs 2,150,000",https://www.olx.com.pk/item/suzuki-alto-2020-iid-1095158699,White,,Suzuki
COROLLA XE WITH AC & POWER STEERING,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Corolla XE,Sedan,Duplicate,Toyota Corolla XE 2000,4,2,"Rs 1,050,000",https://www.olx.com.pk/item/toyota-corolla-xe-2000-iid-1095143181,Red,,Toyota
COROLLA XE WITH AC & POWER STEERING,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Corolla XE,Sedan,Duplicate,Toyota Corolla XE 2000,4,2,"Rs 1,050,000",https://www.olx.com.pk/item/toyota-corolla-xe-2000-iid-1095143181,Red,,Toyota
2003,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Spectra,Other,Original,KIA Spectra 2003,4,3,"Rs 650,000",https://www.olx.com.pk/item/kia-spectra-2003-iid-1095128959,Gold,,KIA
2003,,,,"Khairpur Road, Khairpur",Karachi,,Local,,Spectra,Other,Original,KIA Spectra 2003,4,3,"Rs 650,000",https://www.olx.com.pk/item/kia-spectra-2003-iid-1095128959,Gold,,KIA
,,,,"Khairpur Road, Khairpur",Karachi,,Local,,V2,Hatchback,Original,FAW V2 2018,4,1,"Rs 1,550,000",https://www.olx.com.pk/item/faw-v2-2018-iid-1095123544,Other,,FAW
,,,,"Khairpur Road, Khairpur",Karachi,,Local,,V2,Hatchback,Original,FAW V2 2018,4,1,"Rs 1,550,000",https://www.olx.com.pk/item/faw-v2-2018-iid-1095123544,Other,,FAW
,,,Other,"Khairpur Road, Khairpur",,,Imported,,Vitara,Hatchback,Original,Suzuki Vitara 1997,,,"Rs 1,650,000",https://www.olx.com.pk/item/suzuki-vitara-1997-iid-1090424787,Blue,A/C manual,Suzuki
,,,Other,"Khairpur Road, Khairpur",,,Imported,,Vitara,Hatchback,Original,Suzuki Vitara 1997,,,"Rs 1,650,000",https://www.olx.com.pk/item/suzuki-vitara-1997-iid-1090424787,Blue,A/C manual,Suzuki
,,,,"Jam Sahib, Nawabshah",Sindh,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2016,,,"Rs 3,390,000",https://www.olx.com.pk/item/toyota-corolla-gli-2016-iid-1095149355,Grey,,Toyota
,,,,"Jam Sahib, Nawabshah",Sindh,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2016,,,"Rs 3,390,000",https://www.olx.com.pk/item/toyota-corolla-gli-2016-iid-1095149355,Grey,,Toyota
,,,,"Sakrand Road, Nawabshah",Karachi,,Imported,,Charade,Hatchback,Original,Daihatsu Charade 1983,4,,"Rs 200,000",https://www.olx.com.pk/item/daihatsu-charade-1983-iid-1092957218,White,,Daihatsu
,,,,"Sakrand Road, Nawabshah",Karachi,,Imported,,Charade,Hatchback,Original,Daihatsu Charade 1983,4,,"Rs 200,000",https://www.olx.com.pk/item/daihatsu-charade-1983-iid-1092957218,White,,Daihatsu
coure 2007 model,,,,"Santa Singh, Nawabshah",Nawabshah,,Imported,,Cuore,Sedan,Original,Daihatsu Cuore 2007,4,,"Rs 650,000",https://www.olx.com.pk/item/daihatsu-cuore-2007-iid-1095424536,White,,Daihatsu
coure 2007 model,,,,"Santa Singh, Nawabshah",Nawabshah,,Imported,,Cuore,Sedan,Original,Daihatsu Cuore 2007,4,,"Rs 650,000",https://www.olx.com.pk/item/daihatsu-cuore-2007-iid-1095424536,White,,Daihatsu
,,,,"Mian Qazi Ahmed Mor, Nawabshah",Karachi,,Local,,Civic EXi,Sedan,Original,Honda Civic EXi 1996,5,3,"Rs 960,000",https://www.olx.com.pk/item/honda-civic-exi-1996-iid-1095408543,Other,,Honda
,,,,"Mian Qazi Ahmed Mor, Nawabshah",Karachi,,Local,,Civic EXi,Sedan,Original,Honda Civic EXi 1996,5,3,"Rs 960,000",https://www.olx.com.pk/item/honda-civic-exi-1996-iid-1095408543,Other,,Honda
1992,,,,"Daulatpur, Nawabshah",Karachi,,Local,,Khyber,Other,Original,Suzuki Khyber 1992,4,,"Rs 400,000",https://www.olx.com.pk/item/suzuki-khyber-1992-iid-1095398997,Black,,Suzuki
1992,,,,"Daulatpur, Nawabshah",Karachi,,Local,,Khyber,Other,Original,Suzuki Khyber 1992,4,,"Rs 400,000",https://www.olx.com.pk/item/suzuki-khyber-1992-iid-1095398997,Black,,Suzuki
,,,,"Manoabad, Nawabshah",Karachi,,Local,,Margalla,Other,Original,Suzuki Margalla 1996,,3,"Rs 470,000",https://www.olx.com.pk/item/suzuki-margalla-1996-iid-1095391328,White,,Suzuki
,,,,"Manoabad, Nawabshah",Karachi,,Local,,Margalla,Other,Original,Suzuki Margalla 1996,,3,"Rs 470,000",https://www.olx.com.pk/item/suzuki-margalla-1996-iid-1095391328,White,,Suzuki
2019,,,,"Mian Qazi Ahmed Mor, Nawabshah",Karachi,,Local,,Mehran VXR,Small city car,Original,Suzuki Mehran VXR 2019,4,1,"Rs 1,400,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2019-iid-1095366345,White,,Suzuki
2019,,,,"Mian Qazi Ahmed Mor, Nawabshah",Karachi,,Local,,Mehran VXR,Small city car,Original,Suzuki Mehran VXR 2019,4,1,"Rs 1,400,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2019-iid-1095366345,White,,Suzuki
,,,,"Manoabad, Nawabshah",Nawabshah,,Local,,Cultus VXL,Small city car,Original,Suzuki Cultus VXL 2018,,,"Rs 2,550,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2018-iid-1095263734,White,,Suzuki
,,,,"Manoabad, Nawabshah",Nawabshah,,Local,,Cultus VXL,Small city car,Original,Suzuki Cultus VXL 2018,,,"Rs 2,550,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2018-iid-1095263734,White,,Suzuki
2017,,,,"Nawabshah Housing Society, Nawabshah",Sindh,,Local,,V2,Hatchback,Original,FAW V2 2017,4,2,"Rs 1,400,000",https://www.olx.com.pk/item/faw-v2-2018-iid-1095143764,Blue,,FAW
2017,,,,"Nawabshah Housing Society, Nawabshah",Sindh,,Local,,V2,Hatchback,Original,FAW V2 2017,4,2,"Rs 1,400,000",https://www.olx.com.pk/item/faw-v2-2018-iid-1095143764,Blue,,FAW
2015,,,,"Sanghar Road, Nawabshah",Nawabshah,,Local,,Mehran VXR,Other,Original,Suzuki Mehran VXR 2015,,,"Rs 980,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2015-iid-1095221305,Silver,,Suzuki
2015,,,,"Sanghar Road, Nawabshah",Nawabshah,,Local,,Mehran VXR,Other,Original,Suzuki Mehran VXR 2015,,,"Rs 980,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2015-iid-1095221305,Silver,,Suzuki
new key,,,,"Nawabshah, Sindh",,,Local,,Mehran VXR,Hatchback,Original,Suzuki Mehran VXR 2017,5,,"Rs 1,150,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2017-iid-1095214126,Grey,,Suzuki
new key,,,,"Nawabshah, Sindh",,,Local,,Mehran VXR,Hatchback,Original,Suzuki Mehran VXR 2017,5,,"Rs 1,150,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2017-iid-1095214126,Grey,,Suzuki
1.3,,,,"Sanghar Road, Nawabshah",Nawabshah,,Local,,Corolla XLI,Sedan,Original,Toyota Corolla XLI 2007,4,1,"Rs 700,000",https://www.olx.com.pk/item/toyota-corolla-xli-2007-iid-1095210196,White,,Toyota
1.3,,,,"Sanghar Road, Nawabshah",Nawabshah,,Local,,Corolla XLI,Sedan,Original,Toyota Corolla XLI 2007,4,1,"Rs 700,000",https://www.olx.com.pk/item/toyota-corolla-xli-2007-iid-1095210196,White,,Toyota
VXR,,,,"Ghulam Hyder Shah Colony, Nawabshah",Karachi,,Local,,Alto,Hatchback,Original,Suzuki Alto VXR 2023 Full geniune BtB,5,1,"Rs 2,590,000",https://www.olx.com.pk/item/suzuki-alto-vxr-2023-full-geniune-btb-iid-1095193293,White,,Suzuki
VXR,,,,"Ghulam Hyder Shah Colony, Nawabshah",Karachi,,Local,,Alto,Hatchback,Original,Suzuki Alto VXR 2023 Full geniune BtB,5,1,"Rs 2,590,000",https://www.olx.com.pk/item/suzuki-alto-vxr-2023-full-geniune-btb-iid-1095193293,White,,Suzuki
,,,,"Nawabshah Housing Society, Nawabshah",Karachi,,Local,,Mehran VX,Sedan,Original,Suzuki Mehran VX 2005,,,"Rs 425,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-iid-1095189351,White,,Suzuki
,,,,"Nawabshah Housing Society, Nawabshah",Karachi,,Local,,Mehran VX,Sedan,Original,Suzuki Mehran VX 2005,,,"Rs 425,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-iid-1095189351,White,,Suzuki
,40,10,Other,"Taj Colony, Nawabshah",Karachi,4/5,Local,Company Source,Khyber,Hatchback,Original,Suzuki Khyber,4,3,"Rs 270,000",https://www.olx.com.pk/item/suzuki-khyber-iid-1091725613,Red,A/C manual,Suzuki
,40,10,Other,"Taj Colony, Nawabshah",Karachi,4/5,Local,Company Source,Khyber,Hatchback,Original,Suzuki Khyber,4,3,"Rs 270,000",https://www.olx.com.pk/item/suzuki-khyber-iid-1091725613,Red,A/C manual,Suzuki
2013,,,,"Nawabshah Housing Society, Nawabshah",Sindh,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2013,4,,"Rs 1,500,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2013-iid-1093945103,Green,,Suzuki
2013,,,,"Nawabshah Housing Society, Nawabshah",Sindh,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2013,4,,"Rs 1,500,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2013-iid-1093945103,Green,,Suzuki
1994,,,,"Nawabshah Bypass, Nawabshah",Nawabshah,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 1994,4,,"Rs 680,000",https://www.olx.com.pk/item/suzuki-mehran-vx-1994-iid-1095144222,White,,Suzuki
1994,,,,"Nawabshah Bypass, Nawabshah",Nawabshah,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 1994,4,,"Rs 680,000",https://www.olx.com.pk/item/suzuki-mehran-vx-1994-iid-1095144222,White,,Suzuki
2009,,,,"Qazi Ahmed, Nawabshah",,,Local,,Corolla XLI,Other,Original,Toyota Corolla XLI 2009,5,,"Rs 2,100,000",https://www.olx.com.pk/item/toyota-corolla-xli-2009-iid-1095143419,Black,,Toyota
2009,,,,"Qazi Ahmed, Nawabshah",,,Local,,Corolla XLI,Other,Original,Toyota Corolla XLI 2009,5,,"Rs 2,100,000",https://www.olx.com.pk/item/toyota-corolla-xli-2009-iid-1095143419,Black,,Toyota
Toyota Corolla 1.6 2018,,,,"Nawabshah Housing Society, Nawabshah",Nawabshah,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2018,5,,"Rs 5,000,000",https://www.olx.com.pk/item/toyota-corolla-altis-2018-iid-1095131114,White,,Toyota
Toyota Corolla 1.6 2018,,,,"Nawabshah Housing Society, Nawabshah",Nawabshah,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2018,5,,"Rs 5,000,000",https://www.olx.com.pk/item/toyota-corolla-altis-2018-iid-1095131114,White,,Toyota
Civic automatic hardtop,,,,"Ghareebabad, Nawabshah",Karachi,,Local,,Civic Prosmetic,Sedan,Original,Honda Civic Prosmetic 2007 hardtop automatic,5,3,"Rs 1,850,000",https://www.olx.com.pk/item/honda-civic-prosmetic-2007-hardtop-automatic-iid-1095095882,Grey,,Honda
Civic automatic hardtop,,,,"Ghareebabad, Nawabshah",Karachi,,Local,,Civic Prosmetic,Sedan,Original,Honda Civic Prosmetic 2007 hardtop automatic,5,3,"Rs 1,850,000",https://www.olx.com.pk/item/honda-civic-prosmetic-2007-hardtop-automatic-iid-1095095882,Grey,,Honda
,,,,"Jam Sahib Road, Nawabshah",Sindh,,Imported,,Mehran VX,Small city car,Original,Suzuki Mehran VX 2010,,,"Rs 650,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2010-iid-1095060784,White,,Suzuki
,,,,"Jam Sahib Road, Nawabshah",Sindh,,Imported,,Mehran VX,Small city car,Original,Suzuki Mehran VX 2010,,,"Rs 650,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2010-iid-1095060784,White,,Suzuki
G Full options,,,,"Afzal Shah Town, Nawabshah",Sindh,,Imported,,Dayz Highway Star,Hatchback,Original,Nissan Dayz Highway Star 2016/2017,4,2,"Rs 2,600,000",https://www.olx.com.pk/item/nissan-dayz-highway-star-20162017-iid-1095045721,Red,,Nissan
G Full options,,,,"Afzal Shah Town, Nawabshah",Sindh,,Imported,,Dayz Highway Star,Hatchback,Original,Nissan Dayz Highway Star 2016/2017,4,2,"Rs 2,600,000",https://www.olx.com.pk/item/nissan-dayz-highway-star-20162017-iid-1095045721,Red,,Nissan
,,,,"Sakrand, Nawabshah",,,Local,,Mehran VXR,Small city car,Original,Suzuki Mehran VXR 2009,4,,"Rs 650,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2009-iid-1095039947,Grey,,Suzuki
,,,,"Sakrand, Nawabshah",,,Local,,Mehran VXR,Small city car,Original,Suzuki Mehran VXR 2009,4,,"Rs 650,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2009-iid-1095039947,Grey,,Suzuki
used,,,,"Chambar Road, Tando Allahyar",Karachi,,Local,,Corolla XLI,Sedan,Original,corrola car,4,1,"Rs 2,100,000",https://www.olx.com.pk/item/corrola-car-iid-1095428885,White,,Toyota
used,,,,"Chambar Road, Tando Allahyar",Karachi,,Local,,Corolla XLI,Sedan,Original,corrola car,4,1,"Rs 2,100,000",https://www.olx.com.pk/item/corrola-car-iid-1095428885,White,,Toyota
Suzuki mahran vxr 2018,,,,"Chambar Road, Tando Allahyar",Karachi,,Local,,Mehran VXR,Pickup,Original,Suzuki Mehran VXR 2018,7,1,"Rs 1,250,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2018-iid-1092672218,White,,Suzuki
Suzuki mahran vxr 2018,,,,"Chambar Road, Tando Allahyar",Karachi,,Local,,Mehran VXR,Pickup,Original,Suzuki Mehran VXR 2018,7,1,"Rs 1,250,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2018-iid-1092672218,White,,Suzuki
,180,14,Part Leather,"Chambar Road, Tando Allahyar",Karachi,2/3,Imported,GCC,Civic Oriel,Convertible,Original,Honda Civic Oriel 2013,3,4,"Rs 3,100,000",https://www.olx.com.pk/item/honda-civic-oriel-2013-iid-1091711670,Silver,Automatic air conditioning,Honda
,180,14,Part Leather,"Chambar Road, Tando Allahyar",Karachi,2/3,Imported,GCC,Civic Oriel,Convertible,Original,Honda Civic Oriel 2013,3,4,"Rs 3,100,000",https://www.olx.com.pk/item/honda-civic-oriel-2013-iid-1091711670,Silver,Automatic air conditioning,Honda
,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Hyderabad,,Local,,Khyber,Other,Original,Suzuki Khyber 1998,4,4,"Rs 525,000",https://www.olx.com.pk/item/suzuki-khyber-1998-iid-1095345761,Grey,,Suzuki
,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Hyderabad,,Local,,Khyber,Other,Original,Suzuki Khyber 1998,4,4,"Rs 525,000",https://www.olx.com.pk/item/suzuki-khyber-1998-iid-1095345761,Grey,,Suzuki
,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Mirpur Khas,,Local,,Corolla XLI,Sedan,Original,Toyota Corolla XLI 2004,5,1,"Rs 2,500,000",https://www.olx.com.pk/item/toyota-corolla-xli-2004-iid-1094098618,White,,Toyota
,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Mirpur Khas,,Local,,Corolla XLI,Sedan,Original,Toyota Corolla XLI 2004,5,1,"Rs 2,500,000",https://www.olx.com.pk/item/toyota-corolla-xli-2004-iid-1094098618,White,,Toyota
,,,Other,"Tando Allahyar, Sindh",Sindh,,Local,,Potohar,Other,Original,Suzuki Potohar 1997,,,"Rs 1,100,000",https://www.olx.com.pk/item/suzuki-potohar-1997-iid-1090926192,White,,Suzuki
